"box_file","home_away","minutes","fgm","fga","3pm","3pa","ftm","fta","dreb","oreb","pf","stl","tover","blk"
"241575.html","away","200","17","58","6","28","13","17","10","20","26","10","16","1"
"241575.html","home","200","15","48","4","20","25","33","9","27","16","5","14","5"
"241576.html","away","200","22","50","8","21","12","19","10","14","14","1","9","1"
"241576.html","home","200","32","54","13","23","14","17","9","20","17","7","5","5"
"241577.html","away","200","26","76","5","22","3","8","8","28","13","4","11","3"
"241577.html","home","200","34","73","9","27","9","15","9","41","9","7","12","6"
"241578.html","away","200","25","69","8","30","7","9","10","21","12","4","8","1"
"241578.html","home","200","28","54","12","23","6","10","6","29","9","2","13","2"
"241579.html","away","200","26","56","7","21","9","16","9","28","13","4","17","1"
"241579.html","home","200","27","59","11","28","8","15","7","20","16","12","11","4"
"241580.html","away","200","24","50","7","20","14","16","2","23","10","4","11","3"
"241580.html","home","200","24","57","11","29","2","4","9","19","17","9","14","3"
"241581.html","away","200","24","66","4","27","8","11","13","27","18","3","14","2"
"241581.html","home","200","21","56","8","28","19","23","8","29","15","8","9","6"
"241582.html","away","200","20","68","3","19","29","37","24","32","20","6","10","2"
"241582.html","home","200","18","48","8","24","14","23","2","22","24","4","14","10"
"241583.html","away","200","25","70","7","26","14","16","15","28","17","4","8","3"
"241583.html","home","200","25","57","11","26","15","19","7","28","15","4","9","8"
"241584.html","away","200","24","56","9","26","12","15","5","22","18","7","13","4"
"241584.html","home","200","25","55","8","26","19","21","4","26","15","9","13","1"
"241585.html","away","200","23","50","6","14","12","16","9","13","15","4","15","3"
"241585.html","home","200","34","54","13","22","15","16","4","18","14","9","9","1"
"241589.html","away","194","28","61","10","25","12","17","12","27","20","5","19","3"
"241589.html","home","168","24","55","5","15","11","16","11","19","14","7","11","5"
"241590.html","away","200","25","50","4","17","22","29","4","25","16","6","14","3"
"241590.html","home","200","24","61","3","13","7","15","8","20","23","7","13","2"
"241591.html","away","200","24","58","10","25","10","12","4","14","23","7","8","2"
"241591.html","home","200","28","48","9","19","19","26","7","30","16","3","14","1"
"241594.html","away","200","23","55","2","10","16","23","8","17","17","6","10","1"
"241594.html","home","200","32","58","9","18","8","11","7","23","20","4","12","2"
"241595.html","away","200","34","54","4","8","16","22","8","28","24","6","22","8"
"241595.html","home","200","24","71","12","33","23","25","16","13","20","11","14","3"
"241599.html","away","200","20","44","5","12","23","28","3","25","12","6","9","4"
"241599.html","home","200","20","54","7","25","14","14","7","17","19","5","8","6"
"241614.html","away","200","26","58","9","26","12","16","9","25","23","7","17","9"
"241614.html","home","200","29","64","5","16","14","22","12","21","18","10","10","4"
"241615.html","away","200","23","55","9","26","14","19","10","19","16","6","10","5"
"241615.html","home","200","26","63","5","16","11","13","17","18","18","6","10","3"
"241619.html","away","200","19","57","8","27","3","5","11","17","11","3","14","3"
"241619.html","home","200","35","65","11","29","9","11","11","25","10","9","5","1"
"241620.html","away","193","14","58","3","29","13","14","4","18","7","8","24","1"
"241620.html","home","200","46","83","15","31","5","8","15","36","12","17","13","5"
"241625.html","away","200","23","52","8","18","23","32","14","17","24","8","14","2"
"241625.html","home","200","22","50","5","19","21","27","9","20","19","9","15","2"
"241626.html","away","200","25","49","7","18","8","15","8","21","19","8","18","1"
"241626.html","home","200","22","47","6","18","21","23","5","16","12","9","12","2"
"241627.html","away","200","26","50","3","14","10","10","1","19","18","10","18","3"
"241627.html","home","200","29","55","4","14","13","18","7","18","16","12","14","1"
"241636.html","away","200","19","52","5","19","9","11","7","26","22","6","20","4"
"241636.html","home","200","23","58","1","10","19","27","11","26","16","13","14","4"
"241638.html","away","200","23","42","10","16","22","30","5","20","22","7","17","2"
"241638.html","home","200","20","50","6","22","19","31","12","14","27","10","18","3"
"241640.html","away","200","25","54","9","24","9","14","9","19","18","7","15","0"
"241640.html","home","200","23","48","11","25","19","21","6","22","15","8","17","3"
"241641.html","away","0","0","0","0","0","0","0","0","0","0","0","0","0"
"241641.html","home","200","23","62","4","14","10","11","6","24","16","9","16","4"
"241642.html","away","250","30","69","3","20","19","23","9","33","25","7","26","3"
"241642.html","home","250","29","68","13","31","18","28","7","26","19","18","15","4"
"241645.html","away","200","32","65","10","25","3","4","9","25","16","10","11","3"
"241645.html","home","200","20","50","7","21","9","12","4","17","11","3","16","0"
"241646.html","away","200","22","65","8","32","6","9","2","19","22","4","15","2"
"241646.html","home","200","40","72","11","33","19","27","11","38","14","10","12","0"
"241647.html","away","200","28","63","9","21","10","18","10","25","19","5","11","4"
"241647.html","home","200","28","59","4","16","17","28","11","21","16","5","13","6"
"241648.html","away","200","22","60","7","19","11","15","4","19","16","7","11","1"
"241648.html","home","200","26","59","7","19","16","17","7","31","14","5","11","4"
"241650.html","away","200","31","58","12","23","12","21","9","29","16","4","8","2"
"241650.html","home","200","18","50","5","18","16","26","6","20","13","5","6","5"
"241651.html","away","200","25","53","8","21","11","13","5","20","15","7","14","0"
"241651.html","home","200","26","55","8","27","13","14","7","20","12","9","12","4"
"241652.html","away","200","25","61","10","25","9","12","6","19","19","7","14","9"
"241652.html","home","200","26","63","3","16","19","23","13","25","14","5","16","5"
"241653.html","away","0","0","0","0","0","0","0","0","0","0","0","0","0"
"241653.html","home","200","41","74","1","8","14","26","22","22","11","28","9","2"
"241662.html","away","200","28","59","7","23","13","20","8","23","22","4","12","5"
"241662.html","home","200","25","58","8","22","22","28","9","24","19","8","10","4"
"241663.html","away","164","17","43","8","18","7","12","6","11","12","2","22","3"
"241663.html","home","200","45","74","4","9","18","19","12","30","16","19","4","4"
"241665.html","away","200","36","62","3","8","14","27","12","16","22","8","14","6"
"241665.html","home","200","26","52","7","16","20","27","6","14","18","6","13","4"
"241669.html","away","200","28","60","10","22","14","19","6","21","13","7","9","3"
"241669.html","home","200","27","70","2","14","14","21","22","26","16","5","14","2"
"241671.html","away","200","23","73","4","21","13","22","21","18","16","5","12","5"
"241671.html","home","198","35","60","6","13","12","16","5","29","22","6","12","4"
"241672.html","away","200","27","54","12","23","10","11","4","15","15","9","8","3"
"241672.html","home","200","22","45","10","19","13","18","8","19","14","1","16","1"
"241673.html","away","200","25","64","12","31","11","17","11","13","15","7","5","3"
"241673.html","home","200","28","46","9","14","21","25","5","24","15","4","10","3"
"241674.html","away","200","22","50","3","15","17","25","10","22","24","3","15","5"
"241674.html","home","200","22","61","4","20","19","26","17","23","17","6","9","1"
"241675.html","away","200","23","65","10","33","8","11","7","23","11","5","14","3"
"241675.html","home","200","35","68","22","45","9","12","9","36","9","7","11","1"
"241676.html","away","200","26","62","8","33","10","17","10","18","14","8","10","3"
"241676.html","home","200","26","59","5","25","10","13","8","25","11","5","15","5"
"241679.html","away","200","23","72","6","21","22","28","16","29","16","7","9","5"
"241679.html","home","200","24","61","11","24","8","15","9","30","24","5","16","9"
"241680.html","away","200","31","62","9","24","18","22","9","30","20","4","12","6"
"241680.html","home","200","27","65","5","17","11","16","5","21","18","6","10","3"
"241681.html","away","200","17","53","7","24","13","16","9","27","19","5","17","3"
"241681.html","home","200","18","54","3","20","20","25","9","26","20","12","11","8"
"241682.html","away","200","16","44","4","17","15","25","6","24","22","9","17","4"
"241682.html","home","200","16","47","3","18","15","22","8","28","24","8","19","2"
"241683.html","away","200","24","62","6","21","16","28","10","28","20","5","12","1"
"241683.html","home","200","20","63","10","34","11","17","14","25","28","3","14","8"
"241684.html","away","200","18","49","10","26","11","16","3","20","17","5","17","5"
"241684.html","home","200","32","62","9","23","11","14","10","28","19","7","10","4"
"241685.html","away","200","27","50","7","18","10","12","5","23","23","2","12","0"
"241685.html","home","200","21","49","11","24","19","25","5","16","14","4","6","3"
"241686.html","away","200","19","50","5","21","6","11","6","20","11","5","9","2"
"241686.html","home","200","26","49","4","17","8","11","2","28","13","6","8","1"
"241687.html","away","225","28","58","7","21","14","22","8","27","19","6","12","8"
"241687.html","home","225","24","65","7","20","17","25","12","24","20","7","11","5"
"241689.html","away","200","29","53","10","21","12","12","4","27","18","3","10","0"
"241689.html","home","200","26","58","8","22","11","18","6","16","16","4","8","0"
"241690.html","away","200","18","52","4","22","15","19","2","29","22","3","11","2"
"241690.html","home","200","19","51","5","18","23","32","4","29","19","3","8","1"
"241693.html","away","200","22","56","9","27","6","8","5","29","17","10","8","6"
"241693.html","home","200","14","54","4","18","11","15","7","24","14","2","12","1"
"241694.html","away","225","24","66","7","30","23","31","11","31","26","3","12","1"
"241694.html","home","225","23","67","4","22","27","37","14","28","24","4","12","5"
"241695.html","away","200","24","60","5","17","19","34","16","24","19","4","11","2"
"241695.html","home","200","32","59","4","8","13","20","8","26","24","7","8","9"
"241697.html","away","200","20","60","3","23","7","12","6","17","16","6","19","1"
"241697.html","home","200","42","75","13","32","12","15","12","34","13","13","12","3"
"241698.html","away","199","25","55","7","19","9","15","6","24","14","5","19","1"
"241698.html","home","200","40","82","14","35","5","8","16","25","11","10","9","3"
"241699.html","away","200","31","60","13","28","9","12","4","34","15","5","12","4"
"241699.html","home","200","27","65","10","27","10","19","8","23","13","5","10","1"
"241700.html","away","275","36","85","4","24","18","29","18","36","20","9","13","5"
"241700.html","home","275","35","85","7","27","20","25","14","37","25","7","14","5"
"241701.html","away","200","22","51","6","18","19","25","5","22","20","2","14","3"
"241701.html","home","200","35","66","7","17","11","18","9","25","21","8","7","3"
"241702.html","away","200","33","64","7","22","19","25","7","28","15","9","10","6"
"241702.html","home","200","31","70","9","25","12","15","9","23","23","6","14","0"
"241703.html","away","200","26","47","7","14","19","25","7","25","14","4","12","4"
"241703.html","home","200","24","64","10","22","11","15","15","15","19","7","8","1"
"241704.html","away","200","22","56","4","22","14","23","11","23","17","8","13","2"
"241704.html","home","200","28","60","6","21","14","18","7","24","19","8","13","1"
"241705.html","away","200","25","58","4","19","11","16","9","28","17","4","13","1"
"241705.html","home","200","29","58","10","27","9","18","4","25","17","7","7","0"
"241706.html","away","200","28","67","8","27","8","10","10","29","18","5","15","2"
"241706.html","home","200","32","69","8","26","10","14","11","29","12","9","11","5"
"241707.html","away","200","25","65","6","22","16","21","16","29","19","7","10","4"
"241707.html","home","200","22","54","3","15","13","19","5","23","21","6","13","8"
"241708.html","away","200","23","63","7","23","12","15","13","21","20","3","15","6"
