"box_file","home_away","minutes","fgm","fga","3pm","3pa","ftm","fta","dreb","oreb","pf","stl","tover","blk"
"256893.html","home","200","27","57","4","13","12","19","6","21","22","10","8","3"
"256894.html","away","200","23","52","6","19","13","18","8","25","17","2","13","2"
"256894.html","home","200","26","59","6","18","10","17","9","23","20","7","5","4"
"256895.html","away","200","28","59","5","22","8","9","7","23","16","4","9","4"
"256895.html","home","200","24","54","6","17","11","16","6","22","11","6","9","3"
"256896.html","away","200","26","54","2","16","21","25","7","18","10","4","6","3"
"256896.html","home","200","29","56","10","28","4","5","8","17","19","5","10","1"
"256897.html","away","200","26","52","8","20","14","16","6","13","20","9","15","3"
"256897.html","home","200","29","49","6","11","21","22","5","19","16","10","13","2"
"256898.html","away","200","19","49","1","16","20","24","8","26","17","3","13","2"
"256898.html","home","200","27","61","5","21","20","25","11","25","16","9","6","1"
"256899.html","away","225","31","63","9","31","29","35","10","24","12","7","8","7"
"256899.html","home","225","37","76","12","30","6","8","15","24","25","7","13","2"
"256900.html","away","200","20","51","8","20","8","11","8","24","15","7","18","2"
"256900.html","home","200","23","55","11","32","6","13","8","18","15","9","16","0"
"256901.html","away","200","21","47","8","22","17","26","9","20","19","8","19","2"
"256901.html","home","200","26","53","5","13","11","17","7","16","22","11","14","2"
"256903.html","away","200","24","64","3","11","18","21","16","26","17","6","8","4"
"256903.html","home","200","20","59","2","14","19","23","7","23","15","5","8","12"
"256904.html","away","200","21","56","6","17","9","16","6","23","13","3","10","3"
"256904.html","home","200","33","64","11","28","7","12","9","29","15","6","9","0"
"256905.html","away","200","31","63","8","22","4","5","4","26","15","5","7","2"
"256905.html","home","200","28","64","10","29","5","10","10","26","13","2","11","2"
"256906.html","away","200","26","56","9","16","19","26","9","26","13","11","18","3"
"256906.html","home","200","26","71","8","31","12","14","15","22","18","10","16","3"
"256907.html","away","200","21","51","2","16","19","21","2","9","21","6","8","0"
"256907.html","home","200","30","48","7","14","19","24","10","25","21","3","14","6"
"256908.html","away","200","28","58","9","29","7","11","5","18","16","4","14","4"
"256908.html","home","200","29","56","10","21","16","21","6","20","17","5","11","2"
"256909.html","away","200","18","48","4","22","8","12","8","8","10","6","17","1"
"256909.html","home","200","36","57","6","18","6","8","11","24","15","10","14","2"
"256910.html","away","200","23","49","9","17","10","13","8","22","17","6","21","4"
"256910.html","home","200","23","54","8","21","19","26","7","18","16","16","11","3"
"256911.html","away","200","23","51","12","25","13","16","7","27","17","10","17","1"
"256911.html","home","200","16","49","3","21","17","22","5","20","16","11","16","4"
"256912.html","away","200","22","54","3","13","13","24","11","20","13","8","12","0"
"256912.html","home","200","23","53","7","13","8","13","10","18","20","5","14","5"
"256913.html","away","200","28","52","4","11","19","30","6","28","18","9","11","2"
"256913.html","home","200","25","58","9","24","12","21","7","24","20","8","13","3"
"256914.html","away","200","16","43","4","16","8","17","3","21","10","6","14","3"
"256914.html","home","200","28","61","7","17","5","11","14","25","15","5","9","3"
"256915.html","away","200","19","54","2","14","10","14","5","23","15","7","14","5"
"256915.html","home","200","22","54","2","9","12","19","9","30","15","8","12","5"
"256916.html","away","200","19","55","4","17","10","16","8","26","16","5","11","2"
"256916.html","home","200","19","49","4","17","12","16","3","27","15","3","11","6"
"256917.html","away","200","25","62","9","24","13","20","7","15","19","11","6","4"
"256917.html","home","200","27","57","6","14","20","23","13","30","18","5","14","5"
"256918.html","away","200","25","54","5","21","20","28","7","36","16","7","16","5"
"256918.html","home","200","24","75","9","33","12","16","13","26","18","9","9","5"
"256919.html","away","200","20","59","8","21","13","17","12","29","15","6","13","3"
"256919.html","home","200","26","64","9","24","10","14","9","28","18","8","9","6"
"256920.html","away","200","22","50","5","16","17","21","7","14","12","9","10","1"
"256920.html","home","200","27","47","8","16","6","9","4","16","16","5","14","5"
"256921.html","away","200","27","70","12","27","8","11","10","26","19","9","14","2"
"256921.html","home","200","30","58","9","22","13","21","5","33","11","10","13","5"
"256922.html","away","200","24","47","4","14","19","25","3","23","20","8","13","4"
"256922.html","home","200","26","63","7","20","14","23","15","24","22","8","13","1"
"256923.html","away","200","21","56","12","30","4","8","8","24","13","6","13","1"
"256923.html","home","200","29","63","8","24","3","8","11","23","7","9","8","3"
"256924.html","away","250","26","61","12","25","19","34","12","20","25","11","14","4"
"256924.html","home","250","24","56","7","28","23","29","10","27","21","8","18","4"
"256925.html","away","200","25","53","4","11","19","28","6","21","13","7","11","2"
"256925.html","home","200","23","58","8","26","12","16","11","24","20","6","14","4"
"256926.html","away","200","16","49","8","20","7","8","5","33","12","4","16","8"
"256926.html","home","200","18","59","4","24","8","10","5","25","13","7","6","3"
"256927.html","away","200","22","54","5","21","17","28","15","20","22","9","12","2"
"256927.html","home","200","24","53","12","27","14","20","9","21","23","6","11","2"
"256928.html","away","200","21","59","4","17","17","18","7","21","15","2","9","1"
"256928.html","home","200","30","65","8","26","16","19","10","27","14","8","5","1"
"256929.html","away","200","18","52","2","12","10","19","13","22","11","4","16","4"
"256929.html","home","200","23","59","10","28","7","8","13","24","18","9","11","4"
"256930.html","away","200","25","49","6","15","16","20","3","25","9","13","19","3"
"256930.html","home","200","27","60","9","28","8","11","7","21","19","12","20","6"
"256931.html","away","200","25","62","10","31","9","13","9","18","18","8","15","3"
"256931.html","home","200","27","56","6","19","16","19","5","25","11","7","10","8"
"256932.html","away","200","28","63","8","22","18","21","7","17","12","8","5","2"
"256932.html","home","200","30","55","7","23","10","12","6","29","17","2","16","5"
"256933.html","away","200","33","64","8","26","5","8","9","27","13","4","7","1"
"256933.html","home","200","22","55","4","19","13","15","2","23","13","3","7","2"
"256934.html","away","225","22","51","7","21","21","28","6","23","20","4","13","0"
"256934.html","home","225","19","50","4","19","25","30","5","20","22","5","11","5"
"256935.html","away","200","22","61","8","25","11","18","12","16","18","5","13","2"
"256935.html","home","200","25","51","6","21","15","21","4","25","15","8","14","3"
"256936.html","away","200","29","50","8","18","7","12","9","25","17","4","16","2"
"256936.html","home","200","22","52","5","21","13","21","6","13","14","10","5","1"
"256937.html","away","200","31","66","3","17","9","10","5","17","16","8","8","5"
"256937.html","home","200","27","53","11","19","12","20","9","22","10","6","15","4"
"256938.html","away","200","28","55","11","27","12","18","7","29","20","4","17","2"
"256938.html","home","200","26","60","7","25","11","14","6","21","20","7","11","2"
"256939.html","away","200","26","59","9","24","6","9","7","24","16","7","16","4"
"256939.html","home","200","27","61","8","24","13","16","8","25","17","6","14","3"
"256940.html","away","200","22","60","6","21","6","6","7","22","18","3","10","1"
"256940.html","home","200","23","57","4","13","16","22","11","28","10","5","9","6"
"256942.html","away","200","26","43","5","15","17","26","4","22","28","7","15","2"
"256942.html","home","200","17","47","1","8","27","33","8","16","24","4","11","1"
"256943.html","away","200","25","56","10","29","19","22","3","24","20","4","8","3"
"256943.html","home","200","29","60","13","28","14","19","10","22","17","2","10","2"
"256944.html","away","225","29","69","7","19","8","14","10","23","18","6","7","3"
"256944.html","home","225","25","59","7","23","19","22","5","29","17","6","11","6"
"256945.html","away","200","19","59","5","17","12","20","6","22","15","9","7","0"
"256945.html","home","200","27","58","8","22","10","17","11","34","21","5","14","4"
"256946.html","away","200","23","44","9","17","14","18","2","19","16","6","11","3"
"256946.html","home","200","24","57","4","21","12","14","11","19","20","6","12","1"
"256947.html","away","237","30","62","9","26","15","28","10","18","24","18","16","2"
"256947.html","home","200","19","52","6","18","21","26","13","20","21","4","14","3"
"256948.html","away","200","21","55","2","12","32","38","4","14","20","12","5","3"
"256948.html","home","200","27","47","11","16","20","23","5","30","25","3","22","5"
"256949.html","away","200","25","58","7","19","10","15","13","26","15","3","6","3"
"256949.html","home","200","15","47","3","13","11","12","5","22","14","3","11","0"
"256950.html","away","225","25","51","4","11","17","27","7","21","18","6","12","2"
"256950.html","home","225","24","61","5","19","10","17","10","21","22","5","13","6"
"256951.html","away","200","19","56","4","18","10","21","15","19","14","9","12","5"
"256951.html","home","200","16","54","3","21","14","15","11","20","18","10","13","3"
"256952.html","away","200","21","54","7","21","14","26","9","19","18","7","9","1"
"256952.html","home","200","26","51","7","22","11","19","10","25","15","4","12","6"
"256953.html","away","200","28","49","10","15","6","15","7","19","23","6","27","3"
"256953.html","home","200","27","56","12","25","19","23","8","17","19","11","15","6"
"256954.html","away","200","24","56","11","26","8","9","8","21","16","5","13","4"
"256954.html","home","200","25","60","8","26","15","16","13","16","9","6","7","1"
"256955.html","away","200","27","61","7","16","6","11","8","16","15","9","16","3"
"256955.html","home","200","32","57","6","16","15","18","8","25","14","9","13","4"
"256956.html","away","200","30","63","12","31","8","12","9","27","10","6","12","3"
"256956.html","home","200","26","71","6","24","8","10","13","21","14","9","11","4"
"256957.html","away","200","28","57","6","22","19","21","7","25","18","8","15","2"
"256957.html","home","200","27","63","7","29","11","13","11","16","16","7","16","2"
"256958.html","away","200","20","56","3","19","14","18","12","21","13","8","11","3"
"256958.html","home","200","19","45","7","20","8","10","4","24","18","1","16","4"
"256959.html","away","200","23","49","2","12","8","14","3","25","17","3","6","1"
"256959.html","home","200","21","50","2","20","16","26","8","23","14","4","5","1"
"256960.html","away","200","20","51","6","13","6","13","8","27","19","4","14","2"
"256960.html","home","200","17","52","7","20","13","17","9","21","13","4","9","5"
"256961.html","away","200","27","62","6","21","17","26","10","20","26","10","21","0"
"256961.html","home","200","28","52","4","17","24","36","9","27","22","14","17","5"
"256962.html","away","200","24","69","6","24","6","9","13","23","13","7","10","2"
"256962.html","home","200","23","55","5","18","10","13","8","29","10","6","15","5"
"256963.html","away","200","23","47","8","26","16","24","5","26","22","4","16","1"
"256963.html","home","200","28","58","11","23","15","22","9","20","17","9","8","0"
"256964.html","away","200","25","65","4","23","12","15","9","38","19","8","21","3"
"256964.html","home","200","17","56","8","35","16","21","4","30","20","6","19","3"
"256965.html","away","200","30","59","13","28","10","12","8","28","9","7","10","3"
"256965.html","home","200","23","55","4","21","7","8","4","21","11","4","11","3"
"256966.html","away","200","29","62","4","19","17","25","4","18","15","9","5","0"
"256966.html","home","200","31","53","8","20","13","16","5","31","20","1","16","2"
"256967.html","away","200","28","62","6","31","10","12","7","19","20","5","4","0"
"256967.html","home","200","25","52","7","18","18","20","7","23","18","2","10","5"
"256968.html","away","200","24","57","9","26","13","17","11","21","17","8","12","1"
"256968.html","home","200","26","55","7","19","13","18","7","21","17","6","10","7"
"256969.html","away","200","28","68","6","20","3","8","11","22","14","6","11","0"
"256969.html","home","200","25","58","9","24","9","14","10","28","9","6","14","8"
"256971.html","away","200","25","57","6","23","6","14","3","22","17","6","8","2"
"256971.html","home","200","30","54","12","27","13","17","2","33","13","3","9","4"
"256972.html","away","200","24","66","9","25","6","9","12","35","17","5","14","13"
"256972.html","home","200","24","71","5","21","7","13","10","28","14","5","8","9"
"256973.html","away","200","25","53","9","24","12","21","4","31","11","4","8","3"
"256973.html","home","200","26","61","7","26","6","8","3","27","20","5","9","3"
"256974.html","away","200","23","56","4","19","22","26","10","23","23","4","10","4"
"256974.html","home","200","26","51","4","14","25","35","5","25","19","7","7","4"
"256975.html","away","200","31","55","11","22","15","23","5","26","17","8","15","2"
"256975.html","home","200","27","59","5","23","20","23","4","23","18","10","12","1"
"256976.html","away","200","24","53","3","13","12","14","3","15","17","2","7","0"
"256976.html","home","200","27","49","9","17","15","18","9","23","16","2","12","5"
"256977.html","away","200","21","64","6","18","8","11","7","20","14","3","13","4"
"256977.html","home","200","26","59","5","16","11","18","11","27","16","5","11","1"
"256978.html","away","200","25","51","9","25","10","15","8","25","22","2","15","2"
"256978.html","home","200","22","48","10","22","12","20","4","15","18","4","9","4"
"256979.html","away","200","30","60","8","19","9","15","9","22","21","10","16","2"
"256979.html","home","200","22","50","9","24","21","25","6","21","17","9","19","5"
"256980.html","away","200","20","48","11","26","26","36","5","20","19","9","14","5"
"256980.html","home","200","25","58","7","21","14","20","13","26","24","7","20","2"
"256981.html","away","200","34","58","9","19","18","26","5","17","21","10","9","1"
"256981.html","home","200","37","57","10","20","16","20","5","22","20","5","13","4"
"256982.html","away","200","24","60","6","17","16","23","12","22","26","6","15","5"
"256982.html","home","200","21","51","6","16","23","36","12","25","21","6","15","4"
"256983.html","away","200","18","53","6","18","14","16","7","29","15","5","12","4"
"256983.html","home","200","18","59","6","25","8","10","8","23","15","4","12","6"
"256984.html","away","200","25","50","5","19","18","21","7","21","18","4","9","1"
"256984.html","home","200","26","63","8","21","11","16","16","17","14","3","8","3"
"256985.html","away","200","29","57","11","23","20","26","7","25","21","6","10","3"
"256985.html","home","200","30","62","5","23","19","27","10","23","22","3","9","2"
"256986.html","away","200","17","52","5","20","16","24","10","25","11","7","10","2"
"256986.html","home","200","17","54","6","22","6","11","9","24","18","4","13","5"
"256987.html","away","200","24","57","3","20","17","25","13","26","15","4","12","12"
"256987.html","home","200","21","66","7","17","11","17","14","21","22","9","10","2"
"256988.html","away","200","34","63","8","20","10","12","7","24","18","12","14","7"
"256988.html","home","200","29","59","4","20","11","16","7","21","14","7","13","2"
"256989.html","away","200","20","69","11","33","15","16","15","26","12","5","7","4"
"256989.html","home","200","30","65","12","33","5","7","6","30","14","6","7","9"
"256990.html","away","200","26","61","9","23","4","6","9","20","20","5","10","3"
"256990.html","home","200","27","60","4","18","12","20","14","24","9","2","8","6"
"256991.html","away","200","23","58","4","16","13","17","6","32","27","5","13","3"
"256991.html","home","200","19","56","5","19","17","31","7","29","19","4","14","1"
"256992.html","away","200","25","65","3","14","10","13","11","32","14","4","12","2"
"256992.html","home","200","25","63","10","26","7","14","9","25","10","5","7","3"
"256993.html","away","200","25","57","8","28","13","15","11","18","19","11","12","2"
"256993.html","home","200","23","48","9","27","10","15","8","19","14","6","19","2"
"256994.html","away","200","25","54","9","23","9","15","5","16","10","6","15","1"
"256994.html","home","200","40","68","8","20","4","5","12","20","16","10","12","7"
"256995.html","away","225","35","75","15","32","13","18","9","25","20","6","7","2"
"256995.html","home","225","29","66","6","22","15","23","8","31","20","4","15","7"
"256996.html","away","200","18","53","7","22","7","9","10","12","13","5","12","0"
"256996.html","home","200","25","44","6","15","9","11","7","25","12","9","18","1"
"256997.html","away","200","27","64","7","25","6","10","7","21","14","5","8","2"
"256997.html","home","200","27","49","11","19","12","17","1","27","9","8","7","5"
"256998.html","away","200","19","60","8","30","10","14","13","10","14","5","13","3"
"256998.html","home","200","36","56","7","17","12","14","9","28","14","11","10","2"
"256999.html","away","197","23","55","6","14","3","5","4","19","9","7","14","3"
"256999.html","home","200","36","61","7","26","2","2","5","26","11","10","10","8"
"257000.html","away","200","22","51","4","13","17","19","9","15","12","6","18","4"
"257000.html","home","200","31","63","9","24","10","12","14","17","18","8","9","5"
"257001.html","away","200","32","71","12","29","18","20","13","24","24","4","17","2"
"257001.html","home","200","34","64","7","18","23","32","6","24","17","13","10","0"
"257003.html","away","200","19","44","3","14","13","21","13","21","16","4","14","2"
"257003.html","home","200","19","51","3","14","10","15","9","16","17","7","7","4"
"257004.html","away","200","28","59","7","17","13","20","9","25","22","4","10","3"
"257004.html","home","200","26","50","9","15","21","29","1","25","16","4","8","2"
"257005.html","away","200","20","52","10","26","8","13","5","22","11","3","10","5"
"257005.html","home","200","25","55","4","12","7","8","5","29","12","6","11","2"
"257006.html","away","225","30","66","10","27","16","19","9","21","21","7","11","2"
"257006.html","home","225","32","62","7","20","17","21","7","25","22","6","15","1"
"257007.html","away","200","27","60","1","6","14","14","7","19","18","5","11","2"
"257007.html","home","200","27","51","9","20","16","20","6","24","17","6","12","0"
"257008.html","away","200","22","44","5","12","18","24","4","23","21","5","9","0"
"257008.html","home","200","20","49","5","20","13","21","8","20","19","8","9","4"
"257009.html","away","200","23","58","8","20","18","19","7","22","18","14","17","2"
"257009.html","home","200","22","59","3","15","12","17","11","23","15","11","21","5"
"257010.html","away","200","23","57","6","16","13","14","6","31","11","4","6","2"
"257010.html","home","200","19","54","6","24","9","11","3","26","14","5","9","2"
"257011.html","away","200","25","55","10","27","7","13","11","27","20","5","21","1"
"257011.html","home","200","25","52","3","22","15","21","2","17","16","9","12","1"
"257012.html","away","200","25","61","9","24","12","16","7","21","20","2","12","2"
"257012.html","home","200","32","57","5","14","15","20","6","30","15","8","10","1"
"257013.html","away","200","30","51","7","19","14","16","10","22","14","4","14","1"
"257013.html","home","200","28","54","8","16","9","12","5","11","19","8","8","3"
"257014.html","away","200","27","59","5","16","20","23","9","15","26","2","7","0"
"257014.html","home","200","24","44","4","13","29","35","5","19","22","2","9","0"
"257015.html","away","200","16","49","3","20","17","25","8","17","19","2","13","1"
"257015.html","home","200","26","57","2","13","23","24","12","23","21","4","11","3"
"257016.html","away","200","24","56","8","25","10","17","5","22","17","5","14","2"
"257016.html","home","200","24","55","9","28","17","19","8","26","16","8","15","3"
"257017.html","away","200","19","59","5","24","21","28","10","25","19","6","8","4"
"257017.html","home","200","21","57","8","22","16","23","8","31","21","4","9","5"
"257018.html","away","200","23","60","5","17","10","12","6","19","19","15","8","3"
"257018.html","home","200","25","52","6","14","16","21","11","28","11","4","16","6"
"257019.html","away","200","21","54","11","23","9","14","5","30","20","7","23","6"
"257019.html","home","200","25","57","6","26","17","26","3","28","17","20","13","2"
"257020.html","away","200","31","65","15","30","15","20","9","21","24","7","8","3"
"257020.html","home","200","31","72","10","36","12","18","20","22","23","4","13","4"
"257021.html","away","200","19","48","7","20","4","6","7","18","12","7","18","3"
"257021.html","home","200","25","53","6","18","7","7","4","20","11","11","9","6"
"257022.html","away","200","26","48","4","14","17","23","5","32","19","5","14","3"
"257022.html","home","200","22","66","12","36","13","15","9","17","19","1","9","1"
"257023.html","away","225","25","61","8","15","25","38","12","18","19","12","12","0"
"257023.html","home","225","31","53","6","16","18","25","3","25","26","6","20","4"
"257024.html","away","200","24","55","6","13","6","13","2","18","15","5","13","3"
"257024.html","home","200","22","55","4","18","13","14","14","23","14","8","12","4"
"257025.html","away","200","21","54","6","15","7","11","7","30","16","4","17","4"
"257025.html","home","200","17","64","2","13","14","21","14","24","11","10","11","5"
"257026.html","away","200","20","53","9","21","14","18","10","19","21","11","11","3"
"257026.html","home","200","23","53","6","15","18","25","15","21","17","5","12","2"
"257027.html","away","225","26","60","7","20","20","26","9","26","24","9","16","4"
"257027.html","home","225","26","65","11","32","21","31","15","23","23","9","15","3"
"257028.html","away","200","29","61","14","26","12","14","8","19","17","10","8","1"
"257028.html","home","200","29","53","3","7","9","17","9","24","16","5","18","4"
"257029.html","away","200","30","65","13","30","5","7","5","22","17","4","5","3"
"257029.html","home","200","27","58","8","24","18","24","9","28","10","3","9","7"
"257030.html","away","200","25","62","8","23","6","8","13","22","20","6","13","2"
"257030.html","home","200","24","61","8","31","17","22","15","23","7","6","9","4"
"257031.html","away","200","20","46","8","19","10","16","7","20","21","4","11","2"
"257031.html","home","200","20","50","3","11","14","23","8","21","14","7","6","7"
"257032.html","away","200","25","60","5","22","16","24","10","24","22","9","15","0"
"257032.html","home","200","32","60","13","33","18","25","7","26","18","9","11","1"
"257033.html","away","200","36","58","9","20","18","19","4","27","10","8","11","0"
"257033.html","home","200","33","64","10","22","8","9","3","15","16","6","11","3"
"257034.html","away","225","30","67","9","21","14","22","5","33","19","7","9","2"
"257034.html","home","225","29","66","7","23","14","20","4","32","22","6","13","3"
"257035.html","away","200","28","51","9","15","27","36","8","21","26","7","18","2"
"257035.html","home","200","24","56","11","25","25","35","12","16","27","11","12","4"
"257036.html","away","200","26","60","5","20","10","16","9","18","13","8","13","3"
"257036.html","home","200","35","60","6","16","7","10","5","24","15","9","11","4"
"257037.html","away","200","20","59","10","30","12","15","9","26","15","4","9","2"
"257037.html","home","200","22","51","9","19","7","9","5","29","17","3","10","3"
"257038.html","away","200","27","55","11","22","19","25","6","20","19","4","13","3"
"257038.html","home","200","31","59","10","25","20","22","8","26","20","8","12","2"
"257039.html","away","200","30","64","14","36","15","20","10","37","22","5","12","2"
"257039.html","home","200","17","53","7","31","18","28","5","24","17","4","12","3"
"257040.html","away","200","30","50","8","13","19","27","4","14","23","9","11","0"
"257040.html","home","200","27","52","7","23","18","23","11","15","26","5","15","3"
"257041.html","away","200","27","53","4","12","18","19","7","24","17","4","16","2"
"257041.html","home","200","25","58","7","24","14","17","3","15","19","6","8","1"
"257042.html","away","200","29","58","9","27","13","17","7","23","16","5","8","1"
"257042.html","home","200","31","57","7","18","14","18","5","22","18","3","8","0"
"257043.html","away","200","19","55","6","16","17","21","13","28","19","5","17","3"
"257043.html","home","200","18","64","8","33","13","18","15","25","18","11","12","5"
"257044.html","away","200","22","57","6","21","8","14","8","22","15","6","13","0"
"257044.html","home","200","32","54","7","17","7","12","2","29","17","6","11","2"
"257045.html","away","200","30","52","9","14","11","13","2","20","16","4","8","3"
"257045.html","home","200","27","57","10","22","11","19","10","18","17","3","9","1"
"257046.html","away","200","35","64","6","16","6","10","8","18","19","7","16","3"
"257046.html","home","200","30","56","8","21","15","21","8","20","8","11","13","3"
"257047.html","away","225","25","60","9","25","12","24","11","22","19","5","6","3"
"257047.html","home","225","25","52","5","13","15","21","6","21","20","4","8","2"
"257048.html","away","200","26","52","15","28","19","25","6","32","19","4","16","1"
"257048.html","home","200","25","63","11","35","21","28","9","21","20","11","10","1"
"257049.html","away","200","19","45","3","6","30","39","7","33","16","5","11","2"
"257049.html","home","200","25","67","6","26","7","12","9","20","23","7","10","2"
"257050.html","away","200","24","55","7","18","19","25","5","25","24","4","14","4"
"257050.html","home","200","27","73","8","27","17","28","21","24","21","7","11","4"
"257051.html","away","200","28","53","14","24","9","13","5","18","15","16","14","2"
"257051.html","home","200","24","54","7","18","11","15","12","19","13","8","21","1"
"257052.html","away","200","27","55","8","15","7","12","12","21","16","7","19","3"
"257052.html","home","200","24","56","4","18","12","19","9","15","11","11","11","4"
"257053.html","away","200","28","61","13","31","10","16","11","31","12","7","5","2"
"257053.html","home","200","19","55","2","14","8","9","6","25","12","2","9","2"
"257054.html","away","200","21","46","12","27","15","19","4","22","15","5","13","1"
"257054.html","home","200","26","56","10","24","9","11","7","19","12","6","8","4"
"257055.html","away","200","22","52","4","14","13","15","6","21","18","4","9","3"
"257055.html","home","200","20","51","5","21","15","18","8","18","15","4","11","2"
"257056.html","away","200","33","64","7","24","8","12","8","32","11","3","16","4"
"257056.html","home","200","33","80","7","19","5","9","11","25","15","9","6","3"
"257057.html","away","200","22","54","6","18","10","12","10","21","13","10","14","2"
"257057.html","home","200","25","62","6","22","10","11","13","23","11","11","13","8"
"257058.html","away","275","33","79","5","19","21","25","17","22","25","11","13","2"
"257058.html","home","275","33","68","14","29","19","29","11","25","16","6","16","3"
"257059.html","away","200","26","55","1","4","8","11","4","25","11","3","14","1"
"257059.html","home","200","28","56","12","27","10","10","3","22","15","7","7","2"
"257060.html","away","200","17","51","8","25","8","12","7","17","16","9","9","5"
"257060.html","home","200","20","49","5","19","7","12","9","22","14","4","15","1"
"257061.html","away","225","27","63","3","11","19","27","14","25","14","6","11","2"
"257061.html","home","225","28","62","6","20","7","12","4","26","23","8","12","5"
"257062.html","away","200","20","45","5","15","9","13","3","21","20","6","17","3"
"257062.html","home","200","22","49","8","21","11","17","7","19","16","5","13","2"
"257063.html","away","200","28","50","5","13","3","4","4","25","15","4","18","3"
"257063.html","home","200","29","56","2","14","6","9","4","15","11","12","8","2"
"257064.html","away","200","23","51","4","16","18","28","8","27","18","10","14","2"
"257064.html","home","200","23","60","6","21","13","19","12","19","18","11","17","9"
"257065.html","away","200","27","60","8","24","7","13","6","24","22","6","10","3"
"257065.html","home","200","24","52","3","15","25","32","4","27","15","4","9","3"
"257066.html","away","200","20","47","3","11","18","26","7","16","25","7","15","1"
"257066.html","home","200","26","47","9","17","24","34","11","22","20","7","11","2"
"257067.html","away","225","24","55","11","25","9","17","8","19","22","9","21","1"
"257067.html","home","225","22","53","5","20","15","24","9","25","18","13","20","4"
"257068.html","away","200","25","56","3","11","15","21","11","26","10","11","12","3"
"257068.html","home","200","20","54","8","22","8","8","4","21","16","8","16","2"
"257069.html","away","200","18","56","5","26","2","4","6","13","8","7","11","2"
"257069.html","home","200","31","55","8","19","6","6","5","32","12","9","10","6"
"257070.html","away","200","37","70","13","26","5","6","8","30","16","9","8","4"
"257070.html","home","200","21","64","6","24","8","16","16","24","9","4","15","2"
"257071.html","away","200","25","57","5","16","20","22","8","27","13","5","13","3"
"257071.html","home","200","31","65","11","27","8","10","6","25","16","8","10","3"
"257072.html","away","200","24","52","8","15","18","26","8","17","19","6","9","3"
"257072.html","home","200","31","55","7","15","13","22","9","24","22","4","11","1"
"257073.html","away","200","30","58","7","17","16","21","8","27","16","3","11","4"
"257073.html","home","200","29","65","11","27","10","13","8","20","17","6","6","2"
"257074.html","away","200","24","62","6","22","11","12","12","23","23","6","18","4"
"257074.html","home","200","19","55","4","24","32","35","11","24","13","9","14","4"
"257075.html","away","200","18","67","5","35","10","16","9","24","19","6","10","2"
"257075.html","home","200","26","51","2","7","16","26","7","38","20","3","18","2"
"257076.html","away","200","23","66","6","28","3","5","11","21","17","10","12","1"
"257076.html","home","200","20","46","8","24","16","18","3","29","10","6","15","7"
"257077.html","away","200","32","55","11","27","7","14","4","28","15","8","10","7"
"257077.html","home","200","17","51","2","11","10","15","6","18","14","6","17","2"
"257078.html","away","200","28","51","10","19","19","24","5","28","15","6","14","2"
"257078.html","home","200","27","62","14","40","8","14","7","18","23","3","11","1"
"257079.html","away","200","23","60","11","31","13","15","11","19","10","4","5","1"
"257079.html","home","200","27","56","8","23","4","5","9","27","17","2","16","2"
"257080.html","away","200","19","47","3","12","16","21","2","19","10","4","8","4"
"257080.html","home","200","31","58","10","26","7","10","7","25","15","4","8","1"
"257081.html","away","200","32","68","17","43","6","9","5","19","12","9","6","0"
"257081.html","home","200","41","65","16","28","5","9","6","29","8","4","9","0"
"257082.html","away","200","17","52","6","17","11","14","4","19","17","5","16","0"
"257082.html","home","200","33","58","9","19","8","10","3","32","16","10","11","9"
"257083.html","away","200","19","59","4","20","7","14","14","16","22","8","14","3"
"257083.html","home","200","21","51","5","16","21","25","11","22","16","5","14","4"
"257084.html","away","200","20","51","1","10","9","11","6","20","19","2","10","3"
"257084.html","home","200","17","42","7","15","21","26","4","19","15","5","9","3"
"257085.html","away","200","29","55","8","19","16","19","6","25","15","8","9","2"
"257085.html","home","200","23","50","7","17","13","23","5","23","14","4","14","2"
"257086.html","away","200","18","59","5","26","10","15","8","26","10","1","7","3"
"257086.html","home","200","28","59","8","21","8","10","5","32","14","3","5","3"
"257087.html","away","200","21","55","4","23","10","18","11","27","17","6","14","1"
"257087.html","home","200","23","56","6","24","12","15","3","24","17","10","9","7"
"257088.html","away","200","26","60","5","20","13","19","9","21","11","6","11","3"
"257088.html","home","200","26","52","10","25","6","10","5","27","16","7","17","5"
"257089.html","away","200","30","73","7","25","8","11","7","30","20","3","6","2"
"257089.html","home","200","28","65","9","25","23","31","9","31","10","5","6","5"
"257090.html","away","200","24","64","6","21","13","20","10","21","10","6","13","2"
"257090.html","home","200","36","64","10","29","5","7","6","30","16","11","12","2"
"257091.html","away","200","25","61","10","30","10","13","14","22","14","4","14","2"
"257091.html","home","200","31","65","7","15","8","14","11","21","12","7","4","4"
"257092.html","away","200","21","50","9","28","13","19","10","22","18","6","11","7"
"257092.html","home","200","18","43","5","10","11","16","4","18","18","4","14","0"
"257093.html","away","200","24","47","7","19","24","28","2","28","16","9","13","4"
"257093.html","home","200","28","68","6","21","11","16","14","20","20","5","12","1"
"257094.html","away","200","29","65","6","17","8","18","13","26","19","4","13","2"
"257094.html","home","200","25","58","4","17","15","23","8","25","12","5","7","2"
"257095.html","away","200","26","58","8","18","9","20","5","27","26","9","12","5"
"257095.html","home","200","20","52","12","29","22","31","7","28","20","6","9","1"
"257096.html","away","200","26","56","5","13","19","25","8","18","17","10","14","4"
